Exon mobile;Equity;#Shares;100000;
06/03/2012;86,24;86,4786;85,42;85,86
07/03/2012;86,010002;86,12;85,19;85,83
08/03/2012;85;85,47;84,63;84,83
09/03/2012;85,06;85,13;84,05;84,3
12/03/2012;84,5;85,75;84,13;85,55
13/03/2012;85,89;86,93;85,61;86,86
14/03/2012;86,59;86,83;85,74;86,02
15/03/2012;85,89;86,2;85,25;86,09
16/03/2012;86,2;86,8948;85,92;86,44
19/03/2012;86,08;87,18;86,03;86,99
20/03/2012;86,46;87,099998;86,3201;86,6
21/03/2012;86,59;86,59;85,77;86,01
22/03/2012;85,48;85,94;85,1;85,33
23/03/2012;85,36;85,98;85,02;85,55
26/03/2012;86,18;87,25;86,07;87,03
27/03/2012;87,14;87,25;86,54;86,62
28/03/2012;86,36;86,48;85,14;85,86
29/03/2012;85,32;86,13;84,91;86,08
30/03/2012;86,48;86,76;86,09;86,73
02/04/2012;86,6;87,67;86,309998;87,07
03/04/2012;86,75;86,78;85;85,83
04/04/2012;85,3;85,3585;84,49;84,98
05/04/2012;84,56;85,38;84,35;84,82
09/04/2012;83,98;84,360001;83,68;83,88
10/04/2012;83,75;83,75;81,88;82,17
11/04/2012;83,11;83,35;82,15;82,7
12/04/2012;82,65;83,73;82,36;83,6
13/04/2012;82,97;83,69;82,86;82,95
16/04/2012;83,24;84,39;83,13;84,01
17/04/2012;84,65;85,6;84,57;85,45
18/04/2012;85,059998;86,05;85,02;85,75
19/04/2012;85,51;85,92;84,98;85,28
20/04/2012;85,55;85,92;85,03;85,3
23/04/2012;84,53;85,93;84,39;85,69
24/04/2012;85,64;86,39;85,64;86,31
25/04/2012;86,65;87,18;85,72;86,85
26/04/2012;85,28;86,2;85,15;86,07
27/04/2012;86,5;86,69;85,96;86,08
30/04/2012;85,96;86,8;85,87;86,34
01/05/2012;86,46;87,52;86,13;87,04
02/05/2012;86,56;86,65;85,83;86,2
03/05/2012;86,36;86,39;85,31;85,65
04/05/2012;85,11;85,31;84,400002;84,57
07/05/2012;84,29;84,79;84,1;84,48
08/05/2012;83,75;84,26;82,915;84,02
09/05/2012;83,04;84,07;82,88;83,31
10/05/2012;83,37;83,59;82,55;82,84
11/05/2012;82,69;83,79;82,54;83,1
14/05/2012;82,27;82,46;81,96;82,12
15/05/2012;82;82,73;81,527;81,79
16/05/2012;81,96;83,15;81,79;82,17
17/05/2012;82,15;82,61;81,68;81,91
18/05/2012;82,37;82,72;81,03;81,47
21/05/2012;81,42;82,13;81,07;82,04
22/05/2012;82,14;82,8431;81,52;81,95
23/05/2012;81,79;82,08;79,96;82,04
24/05/2012;82,29;82,78;81,705;82,61
25/05/2012;82,86;82,96;81,68;82,08
29/05/2012;82,64;82,64;81,32;81,93
30/05/2012;81,08;81,38;79,59;79,79
31/05/2012;79,88;80,14;78,41;78,63
01/06/2012;77,87;78,56;77,47;77,92
04/06/2012;78,09;78,25;77,2;77,83
05/06/2012;77,59;78,29;77,13;77,6
06/06/2012;78,37;80,24;78,08;80,18
07/06/2012;80,98;81,23;80,35;80,69
08/06/2012;80,08;80,92;79,46;80,84
11/06/2012;81,62;81,85;80,17;80,27
12/06/2012;80,74;81,51;80,62;81,26
13/06/2012;80,94;81,64;80,28;80,63
14/06/2012;80,86;82,5;80,73;82,13
15/06/2012;82,57;83,45;82,22;83,22
18/06/2012;82,51;83,18;82,35;83,11
19/06/2012;83,73;84,63;83,31;84,48
20/06/2012;84,4;85,39;84,06;84,97
21/06/2012;85,04;85,37;82,05;82,11
22/06/2012;82,68;83,22;82,11;82,11
25/06/2012;81,22;81,435;79,78;81,24
26/06/2012;81,51;82,97;81,21;82,4
27/06/2012;82,81;83,66;82,71;83,2
28/06/2012;82,66;83,46;82,0186;83,1
29/06/2012;84,78;85,7;84,46;85,57
02/07/2012;85,44;85,47;84,54;85,34
03/07/2012;85,69;86,28;85,62;86,28
05/07/2012;85,33;86,04;85,15;85,57
06/07/2012;84,26;85,04;84,2;84,8
09/07/2012;84,52;84,55;83,02;83,65
10/07/2012;84,08;84,39;82,83;83,11
11/07/2012;83,48;84,68;83,24;84,38
12/07/2012;83,41;84,55;83,32;84,12
13/07/2012;84,45;85,57;84,26;85,47
16/07/2012;84,83;85,42;84,66;85,05
17/07/2012;85,18;85,82;84,1;85,73
18/07/2012;85,34;86,22;85,07;86,21
19/07/2012;86,02;86,38;85,62;86,21
20/07/2012;85,87;86,15;85,266;85,95
23/07/2012;84,8;85,46;84,33;85,21
24/07/2012;85,21;85,26;83,5;84,58
25/07/2012;85,14;85,55;84,66;85,24
26/07/2012;85,56;86,7;85,26;86,52
27/07/2012;86,59;87,85;85,5;87,45
30/07/2012;87,28;87,83;87,08;87,56
31/07/2012;87,37;87,6602;86,79;86,85
01/08/2012;87,02;87,45;86,18;86,91
02/08/2012;86,1;86,75;85,5;85,88
03/08/2012;87,07;87,89;86,8;87,55
06/08/2012;87,55;87,88;87,37;87,45
07/08/2012;87,88;88;87,6816;87,92
08/08/2012;87,75;88,5;87,68;88,28
09/08/2012;87,84;88,48;87,51;88,2
10/08/2012;87,67;88,4888;87,15;88,44
13/08/2012;88,1;88,24;87,77;88,14
14/08/2012;88,17;88,64;87,9;88,2
15/08/2012;88,19;88,67;87,91;88
16/08/2012;88,19;88,87;87,96;88,67
17/08/2012;88,89;88,91;88,16;88,4
20/08/2012;88,07;88,22;87,63;87,95
21/08/2012;88,14;88,41;87,26;87,46
22/08/2012;87,2;87,91;87,02;87,73
23/08/2012;87,79;87,79;86,98;87,31
24/08/2012;87,16;88,3;86,93;88,05
27/08/2012;88,07;88,195;87,61;87,74
28/08/2012;87,57;88,4;87,42;88,1
29/08/2012;88,07;88,19;87,74;87,9
30/08/2012;87,38;87,73;87,02;87,2
31/08/2012;87,61;87,85;87,14;87,3
04/09/2012;87,33;87,46;86,52;87,12
05/09/2012;87,52;87,655;87,06;87,33
06/09/2012;87,89;89,25;87,85;88,99
07/09/2012;89,27;90;89,27;89,92
10/09/2012;89,82;90;89,4;89,48
11/09/2012;89,75;89,95;89,55;89,62
12/09/2012;89,63;89,9;89,41;89,55
13/09/2012;89,71;91,56;89,43;91,23
14/09/2012;91,5;92,4;91,25;92,3
17/09/2012;91,92;92,5;91,55;91,91
18/09/2012;91,43;92,22;91,4;91,65
19/09/2012;91,48;91,75;90,57;90,57
20/09/2012;90,14;91,69;90,09;91,52
21/09/2012;92,03;92,2301;91,64;91,92
24/09/2012;91,31;92,21;91,3;91,88
25/09/2012;92,11;92,57;91,54;91,74
26/09/2012;91,72;92,0395;91,1;91,23
27/09/2012;91,83;92,25;91,19;91,8
28/09/2012;91,48;91,65;90,93;91,45
01/10/2012;91,79;92,5;91,6;91,8
02/10/2012;92,12;92,18;91,28;91,72
03/10/2012;91,65;91,805;91,17;91,7
04/10/2012;92,08;92,5433;91,91;92,22
05/10/2012;92,59;93;92,23;92,55
08/10/2012;92,15;92,87;92,04;92,68
09/10/2012;92,83;93,36;92,11;92,13
10/10/2012;91,8;92,02;90,67;91,03
11/10/2012;91,57;91,875;91,17;91,17
12/10/2012;91,51;91,72;90,51;91,03
15/10/2012;91,35;91,69;90,54;91,51
16/10/2012;91,89;92,48;91,8;92,38
17/10/2012;92,62;93,54;92,61;93,39
18/10/2012;92,97;93,57;92,97;93,48
19/10/2012;93,57;93,67;91,75;92,15
22/10/2012;91,67;92,26;91,08;92,19
23/10/2012;91,13;91,38;90,01;90,18
24/10/2012;90,46;90,62;89,77;89,88
25/10/2012;90,63;90,8;89,68;90,43
26/10/2012;90,56;91,07;90,01;90,62
31/10/2012;91,03;91,41;90,11;91,17
01/11/2012;90,25;91,67;90,2;91,6
02/11/2012;91,76;91,94;90,06;90,27
05/11/2012;90,04;90,81;89,7;90,63
06/11/2012;90,86;92,05;90,73;91,61
07/11/2012;90,24;90,24;87,7;88,18
08/11/2012;88,27;88,4253;87,03;87,0695
09/11/2012;86,61;87,945;86,61;87,21
12/11/2012;87,27;87,69;86,95;87,32
13/11/2012;86,75;87,99;86,44;86,47
14/11/2012;86,745;87,11;85,88;86,07
15/11/2012;86,09;86,56;85,37;86,14
16/11/2012;86,14;86,71;85,06;86,45
19/11/2012;87,4;88,2;87,085;87,67
20/11/2012;87,51;87,8801;86,77;87,5
21/11/2012;87,81;88,02;87,48;88,01
23/11/2012;88,25;89,09;88,01;89,09
26/11/2012;88,32;88,63;88,03;88,62
27/11/2012;88,4;88,54;87,24;87,35
28/11/2012;86,53;88,19;86,275;88,1
29/11/2012;88,37;88,69;87,63;88,12
30/11/2012;88,07;88,4;87,825;88,14
03/12/2012;88,55;88,58;87,47;87,61
04/12/2012;87,38;87,97;87,19;87,19
05/12/2012;87,27;88,265;87,1;87,73
06/12/2012;87,76;88,06;87,24;88
07/12/2012;88,17;88,64;87,77;88,6
10/12/2012;88,58;88,95;88,24;88,41
11/12/2012;88,61;89,49;88,4;88,99
12/12/2012;89,09;90,37;88,91;89,45
13/12/2012;89,16;89,45;88,27;88,58
14/12/2012;88;88,45;87,92;88,08
17/12/2012;88,36;88,94;88,1;88,87
18/12/2012;88,75;89,74;88,56;89,56
19/12/2012;89,54;89,61;88,38;88,4364
20/12/2012;88,38;88,94;87,98;88,89
21/12/2012;87,66;88,6;87,01;87,23
24/12/2012;87,13;87,32;86,8;86,92
26/12/2012;87,21;87,68;86,57;87,07
27/12/2012;87,05;87,24;85,75;86,86
28/12/2012;86,1;86,288;85,07;85,1
31/12/2012;85,04;86,66;84,7;86,55
02/01/2013;87,79;88,72;87,24;88,71
03/01/2013;88,46;88,89;88,16;88,55
04/01/2013;88,5;89,09;88,37;88,96
07/01/2013;88,31;88,49;87,57;87,93
08/01/2013;87,82;88,48;87,29;88,48
09/01/2013;88,4;88,54;87,755;88,14
10/01/2013;88,75;89,48;88,37;89,1
11/01/2013;88,97;89,71;88,865;89,61
14/01/2013;89,46;89,75;89,319;89,58
15/01/2013;89,18;89,61;89;89,53
16/01/2013;89,16;89,48;89,07;89,47
17/01/2013;89,76;90,94;89,6;90,2
18/01/2013;90,09;90,83;89,83;90,8
22/01/2013;90,27;90,94;90,21;90,92
23/01/2013;90,5;90,88;90,42;90,7
24/01/2013;90,88;91,72;90,75;91,35
25/01/2013;91,57;91,8;91,13;91,73
28/01/2013;91,67;91,67;90,77;91,11
29/01/2013;91,21;91,93;91,2;91,76
30/01/2013;91,17;91,72;90,38;90,67
31/01/2013;90,69;91,21;89,74;89,97
01/02/2013;90,44;90,5;89,36;90,04
04/02/2013;89,41;89,62;88,84;89,15
05/02/2013;89,88;90,19;89,42;89,74
06/02/2013;89,37;89,89;86,5875;89,79
07/02/2013;89,21;89,22;87,61;88,25
08/02/2013;88,5;88,8;88,11;88,61
11/02/2013;88,35;88,51;87,97;88,28
12/02/2013;88,25;88,62;87,92;88,46
13/02/2013;88,46;88,77;88,24;88,67
14/02/2013;88,34;88,81;88,06;88,52
15/02/2013;88,57;88,61;87,8;88,36
19/02/2013;88,54;89,41;88,38;89,32
20/02/2013;89,14;89,82;88,9;88,97
21/02/2013;88,79;89,018;88,36;88,59
22/02/2013;89,02;89,28;88,405;89,2
25/02/2013;89,88;90,191;87,7;87,7
26/02/2013;88,5;88,98;87,76;88,51
27/02/2013;88,5;89,65;88,31;89,53
28/02/2013;89,67;89,81;89,03;89,55
01/03/2013;89,07;89,68;88,92;89,43
04/03/2013;89,13;89,25;88,46;88,95
05/03/2013;89,48;90,15;89,285;89,61
06/03/2013;89,6;89,95;89,05;89,56
07/03/2013;89,63;89,76;88,68;88,71
08/03/2013;89,01;89,23;88,35;88,97
11/03/2013;89,01;89,55;88,542;89,16
12/03/2013;89,45;89,91;89,01;89,16
13/03/2013;89,02;89,5;88,83;89,26
14/03/2013;89,41;89,91;89,41;89,83
15/03/2013;89,2;89,61;88,79;89,37
18/03/2013;88,74;89,39;88,55;88,77
19/03/2013;88,89;89,09;88,0201;88,58
20/03/2013;88,95;89,21;88,3;88,63
21/03/2013;88,12;88,64;87,9;88,17
22/03/2013;88,4;89,29;88,32;89,29
25/03/2013;89,5;89,9;88,66;89,02
26/03/2013;89,41;90,3;89,36;90,13
27/03/2013;89,56;90,735;89,47;90,58
28/03/2013;90,64;90,98;89,99;90,11
01/04/2013;90,13;90,985;89,98;90,77
02/04/2013;90,59;90,92;90,28;90,58
03/04/2013;90,65;90,83;89,86;89,93
04/04/2013;90,1;90,33;89,225;89,77
05/04/2013;88,61;89,21;88,4;89,01
08/04/2013;89,11;89,11;88,1501;88,6
09/04/2013;88,69;89,34;88,59;88,77
10/04/2013;88,45;89,16;88,2;88,68
11/04/2013;88,95;89,27;88,23;89,22
12/04/2013;88,88;89,19;88,41;88,99
15/04/2013;88,29;88,67;86,27;86,49
16/04/2013;87,19;87,23;86,085;86,61
17/04/2013;86,21;86,38;85,02;86,08
18/04/2013;86,28;87,08;85,78;86,62
19/04/2013;87,27;87,49;86,43;87,45
22/04/2013;87,61;88,32;87,285;88,09
23/04/2013;88,39;89,49;87,94;89,3
24/04/2013;89,45;89,89;89,35;89,43
25/04/2013;88,89;88,9;87,65;88,07
26/04/2013;87,81;88,28;87,6;88
29/04/2013;88,26;88,83;88,01;88,21
30/04/2013;88,26;88,99;87,76;88,99
01/05/2013;88,52;88,84;87,48;87,51
02/05/2013;87,98;88,84;87,74;88,63
03/05/2013;89;90,19;88,92;90,02
06/05/2013;90,25;90,88;89,93;90,58
07/05/2013;90,62;91,15;90,145;91,15
08/05/2013;91,05;91,85;91,03;91,7
09/05/2013;91,14;91,56;90,69;91,03
10/05/2013;90,87;90,95;89,79;90,14
13/05/2013;89,8;90,14;89,43;90,1
14/05/2013;90,15;91,19;90,02;91,11
15/05/2013;90,64;91,32;90,41;91,24
16/05/2013;90,8;91,287;90,5;90,7
17/05/2013;91,07;91,88;90,53;91,76
20/05/2013;91,61;92,69;91,46;92,52
21/05/2013;92,67;93,43;92,38;92,8
22/05/2013;92,83;93,5;91,81;92,19
23/05/2013;91,56;92,36;91,36;91,79
24/05/2013;91,38;91,77;91;91,53
28/05/2013;92,94;93,18;91,76;92,38
29/05/2013;91,76;92,415;91,59;92,08
30/05/2013;91,97;92,68;91,6;92,09
31/05/2013;91,95;92,37;90,46;90,47
03/06/2013;90,53;91,51;90,48;91,46
04/06/2013;91,18;91,49;90,2201;90,79
05/06/2013;90,68;91,12;89,61;89,65
06/06/2013;89,45;90,23;89;90,23
07/06/2013;90,89;91,5;90,49;91,45
10/06/2013;91,93;91,94;90,87;91,12
11/06/2013;90,38;91,035;90,23;90,46
12/06/2013;91,13;91,32;89,59;89,74
13/06/2013;89,63;91,71;89,61;91,33
14/06/2013;91,16;91,3;90,295;90,58
17/06/2013;90,97;91,77;90,77;91,51
18/06/2013;91,36;92,06;91,26;91,93
19/06/2013;91,79;92,27;91;91
20/06/2013;90,24;90,52;88,79;89,05
21/06/2013;89,76;90,14;88,85;89,48
24/06/2013;88,95;89,4995;88,02;88,48
25/06/2013;89,58;89,62;88,48;89,11
26/06/2013;89,42;89,97;88,73;89,8
27/06/2013;90,24;90,67;90,03;90,04
28/06/2013;89,85;90,75;89,56;90,35
01/07/2013;90,39;91,13;89,96;90,3
02/07/2013;90,37;91,1;90,12;90,64
03/07/2013;90,63;90,87;90,14;90,69
05/07/2013;91,1;91,61;90,57;91,57
08/07/2013;91,96;92,53;91,9003;92,25
09/07/2013;92,64;93,44;92,25;93,34
10/07/2013;93,28;93,39;92,375;92,82
11/07/2013;93,8;93,81;93,04;93,27
12/07/2013;93,25;93,45;92,725;93,4
15/07/2013;93,19;93,5;93,09;93,25
16/07/2013;93,19;93,47;92,77;93,3
17/07/2013;93,56;93,74;93,14;93,46
18/07/2013;93,8;94,84;93,71;94,38
19/07/2013;94,69;95,25;94,41;95,17
22/07/2013;94,87;95,2;94,78;94,83
23/07/2013;94,86;95,49;94,84;95,2
24/07/2013;95,31;95,31;94,42;94,99
25/07/2013;94,69;95,31;94,42;94,97
26/07/2013;94,77;94,8599;93,84;94,79
29/07/2013;94,51;94,52;93,605;94,03
30/07/2013;94,22;94,33;93,4601;93,81
31/07/2013;93,93;94,6;93,375;93,75
01/08/2013;92,69;93,1;91,25;92,73
02/08/2013;92,46;92,53;91,34;91,95
05/08/2013;91,42;91,76;91,01;91,59
06/08/2013;91,33;91,91;91,28;91,47
07/08/2013;91,18;91,55;91,133;91,34
08/08/2013;91,93;91,97;91,28;91,78
09/08/2013;91,2;91,36;90,4275;90,72
12/08/2013;90,43;90,43;89,69;89,89
13/08/2013;89,85;89,92;89,14;89,4
14/08/2013;89,34;89,48;88,9;88,95
15/08/2013;88,66;88,87;88,06;88,16
16/08/2013;88,01;88,49;87,65;87,91
19/08/2013;87,82;87,87;86,78;86,92
20/08/2013;87,13;87,87;86,83;86,83
21/08/2013;86,95;87,35;86,39;86,42
22/08/2013;86,58;87,42;86,45;86,98
23/08/2013;87,15;87,69;86,76;87,52
26/08/2013;87,5;87,7;86,82;87,09
27/08/2013;86,62;87,49;86,58;86,82
28/08/2013;87,28;88,99;87,28;88,84
29/08/2013;88,63;88,63;87,23;87,27
30/08/2013;87,39;87,55;86,79;87,16
03/09/2013;87,7;88;86,835;87,15
04/09/2013;87,01;87,98;86,9;87,76
05/09/2013;88,06;88,3;87,33;87,35
06/09/2013;87,49;87,73;86,8;87,25
09/09/2013;87,34;88,195;87,31;88,04
10/09/2013;88,4;88,4;87,28;87,82
11/09/2013;87,88;88,85;87,88;88,84
12/09/2013;88,59;88,8;87,865;87,98
13/09/2013;88,15;88,88;88,15;88,4
16/09/2013;88,88;89,18;88,49;88,67
17/09/2013;88,71;89,35;88,65;88,94
18/09/2013;88,91;89,87;88,37;89,58
19/09/2013;89,64;89,74;88,98;89,28
20/09/2013;89,53;89,75;88,59;88,66
23/09/2013;88,29;88,91;87,64;87,75
24/09/2013;87,59;88,07;87,28;87,36
25/09/2013;87,59;87,6;86,93;87,14
26/09/2013;87,4;87,45;86,81;87,07
27/09/2013;86,85;87,01;86,61;86,9
30/09/2013;86,06;86,7;85,61;86,04
01/10/2013;85,99;86,34;85,78;86
02/10/2013;85,75;86,11;85,28;86,08
03/10/2013;86,04;86,05;85,34;85,5
04/10/2013;86,31;86,42;85,68;86,32
07/10/2013;85,57;86,29;85,27;85,9
08/10/2013;85,86;85,95;85,47;85,51
09/10/2013;85,35;85,59;84,83;85,16
10/10/2013;85,52;86,04;84,79;86,04
11/10/2013;85,9;86,95;85,5;86,95
14/10/2013;86,51;87,74;86,51;87,6
15/10/2013;87,47;87,5758;86,64;86,79
16/10/2013;87,48;87,86;86,72;87,31
17/10/2013;87,13;87,5;87,01;87,48
18/10/2013;87,69;87,74;87,3;87,55
21/10/2013;87,5;87,65;86,84;87,23
22/10/2013;87,29;88,15;87,13;87,98
23/10/2013;87,52;87,65;86,95;87,61
24/10/2013;87,98;88,73;87,97;88,42
25/10/2013;88,23;88,65;87,82;87,97
28/10/2013;87,83;88,46;87,61;88,23
29/10/2013;88,45;89,0277;88,435;88,93
30/10/2013;88,97;89,48;88,69;88,81
31/10/2013;89,45;90,96;89,2;89,62
01/11/2013;89,74;90,04;88,27;89,82
04/11/2013;90;92,27;90;92,1
05/11/2013;91,34;93,25;91,24;91,99
06/11/2013;92,42;93,28;92,12;93,22
07/11/2013;92,64;92,98;91,76;91,96
08/11/2013;91,8;92,82;91,475;92,73
11/11/2013;92,85;93,23;92,5;92,96
12/11/2013;92,67;93,32;92,5;92,67
13/11/2013;92,22;92,74;92,07;92,59
14/11/2013;92,68;93,42;92,68;93,22
15/11/2013;94,15;95,29;94,03;95,27
18/11/2013;95,98;96;95,06;95,45
19/11/2013;95,4;95,79;95,16;95,42
20/11/2013;95,75;95,9499;94,37;94,68
21/11/2013;94,85;95,39;94,63;94,69
22/11/2013;94,96;95,07;94,29;95,01
25/11/2013;95,21;95,75;94,83;95,09
26/11/2013;94,75;94,81;94,15;94,27
27/11/2013;94,36;94,42;93,48;93,8
29/11/2013;93,65;94,22;93,3;93,48
02/12/2013;93,27;94,04;92,92;93,52
03/12/2013;93,6;94,48;93,23;94,39
04/12/2013;94,19;94,9;93,92;94,67
05/12/2013;94,07;94,65;93,92;94,13
06/12/2013;94,97;95,71;94,59;95,65
09/12/2013;95,95;96,25;95,6;95,84
10/12/2013;95,9;95,975;95,39;95,71
11/12/2013;95,38;95,54;94,16;94,26
12/12/2013;94,5;95,88;94,28;95,36
13/12/2013;95,13;95,915;94,66;95,31
16/12/2013;96,28;98,88;96,13;97,22
17/12/2013;97,02;97,13;96,03;96,75
18/12/2013;97,43;99,95;97,01;99,54
19/12/2013;99,5;99,6;99;99,43
20/12/2013;99,39;99,6;98,6;98,68
23/12/2013;99;99,29;98,39;98,51
24/12/2013;98,33;99,435;98,33;99,22
26/12/2013;99,42;101,03;99,38;100,9
27/12/2013;101,24;101,74;100,99;101,51
30/12/2013;101,53;101,55;100,31;100,31
31/12/2013;100,49;101,39;100,43;101,2
02/01/2014;100,6;100,76;99,385;99,75
03/01/2014;99,77;100,1699;99,141;99,51
06/01/2014;99,94;100,14;98,8864;99,66
07/01/2014;99,61;101,215;99,42;101,07
08/01/2014;101,19;101,19;100,15;100,74
09/01/2014;100,2;100,39;99,03;99,76
10/01/2014;99,99;100,63;99,12;100,52
13/01/2014;99,91;100,1;98,27;98,55
14/01/2014;98,8;99,27;98,65;99,12
15/01/2014;99,16;99,35;98,63;98,78
16/01/2014;98,79;99,04;98,25;98,94
17/01/2014;99,18;100,34;98,67;99,16
21/01/2014;98,57;98,8856;98,04;98,5
22/01/2014;98,88;98,95;97,84;97,88
23/01/2014;97,25;97,39;96,01;96,97
24/01/2014;96,18;96,25;94,82;94,85
27/01/2014;95,075;95,58;94,75;94,92
28/01/2014;95,35;95,92;94,77;95,65
29/01/2014;94,93;96,2;94,65;95,11
30/01/2014;94;94,95;93,06;93,99
31/01/2014;92,85;93,28;91,7;92,16
03/02/2014;91,915;92,31;89,64;90,05
04/02/2014;90,37;90,64;89,39;90,02
05/02/2014;90,305;90,61;89,38;89,58
06/02/2014;89,51;90,18;89,25;89,8
07/02/2014;90,12;90,63;89,75;90,58
10/02/2014;90,45;90,53;89,36;89,52
11/02/2014;89,56;91;89,4;90,84
12/02/2014;91,01;91,86;90,64;91,08
13/02/2014;90,59;91,65;90,4;91,43
14/02/2014;91,81;94,4301;91,6;94,11
18/02/2014;94,07;94,72;93,36;94,07
19/02/2014;93,8;95,29;93,8;93,95
20/02/2014;93,85;95,77;93,75;95,37
21/02/2014;95,48;95,58;94,94;95,03
24/02/2014;95,61;97,25;95,41;96,44
25/02/2014;96,54;96,97;95,96;96,31
26/02/2014;96,56;96,86;95,53;95,79
27/02/2014;95,58;96,05;95,16;95,84
28/02/2014;95,96;96,833;95,78;96,27
03/03/2014;95,76;96,54;94,8299;95,5
04/03/2014;96,59;96,86;95,87;96,52
05/03/2014;95,2;95,29;93,395;93,8
06/03/2014;93,67;93,94;93,27;93,76
07/03/2014;94,37;95,06;93,99;94,99
10/03/2014;95,15;95,55;94,66;95,5
11/03/2014;95,36;95,59;93,52;94,01
12/03/2014;93,64;94,47;93,55;94,21
13/03/2014;94,44;94,57;93,33;93,64
14/03/2014;93,58;94,22;93,29;93,47
17/03/2014;93,95;94,53;93,75;94,32
18/03/2014;94,41;95,25;94,07;94,71
19/03/2014;94,65;95,3;93,13;93,73
20/03/2014;93,44;94,74;93,01;94,58
21/03/2014;95,1;95,99;94,31;94,31
24/03/2014;94,76;95,1;94,48;94,64
25/03/2014;95,1;95,82;94,8;94,91
26/03/2014;95,56;95,58;94,41;94,7
27/03/2014;94,61;96,5;94,06;96,24
28/03/2014;96,47;97,97;96,47;97,7
31/03/2014;98,49;98,85;97,32;97,68
01/04/2014;97,65;97,93;97,28;97,73
02/04/2014;97,53;98,06;97,18;97,95
03/04/2014;97,83;98,54;97,56;97,93
04/04/2014;98,3;98,71;97,28;97,36
07/04/2014;97,25;97,53;96,751;96,78
08/04/2014;97,01;97,88;96,75;97,45
09/04/2014;97,75;97,79;96,629;97,33
10/04/2014;96,98;97,78;96,235;96,78
11/04/2014;96,51;97,4399;96,28;96,72
14/04/2014;97,49;98,055;96,74;97,86
15/04/2014;97,58;98,7;97,07;98,68
16/04/2014;99,05;100,1;98,97;99,94
17/04/2014;99,69;100,97;99,69;100,42
21/04/2014;100,03;100,93;99,89;100,93
22/04/2014;100,53;100,86;100,22;100,37
23/04/2014;100,59;100,95;100,33;100,5
24/04/2014;100,48;100,6;99,86;100,01
25/04/2014;99,99;100,57;99,93;100,41
28/04/2014;100,72;101,462;100,31;101,17
29/04/2014;101,57;102,57;101,2301;101,45
30/04/2014;101,13;102,41;100,71;102,41
01/05/2014;101,96;102,39;101,2;101,41
02/05/2014;101,28;102,91;100,98;102,01
05/05/2014;101,69;103,13;101,58;102,91
06/05/2014;102,6;103,3;102,41;102,67
07/05/2014;103,12;103,45;102,79;103,11
08/05/2014;103,09;103,29;102,1701;102,32
09/05/2014;101,71;102,18;101,26;101,95
12/05/2014;102,33;102,35;101,525;102,23
13/05/2014;102,18;102,71;101,94;102,36
14/05/2014;102,36;102,68;102,11;102,29
15/05/2014;102;102,42;100,33;100,78
16/05/2014;100,59;101;100,32;100,74
19/05/2014;100,42;101,11;100,42;100,87
20/05/2014;100,69;101,08;100,45;100,67
21/05/2014;100,85;102,22;100,72;102,03
22/05/2014;101,81;101,97;101,47;101,5
23/05/2014;101,55;101,93;101,2663;101,32
27/05/2014;101,61;101,9;100,93;101,36
28/05/2014;101,23;102,07;101,05;101,06
29/05/2014;101,54;101,65;101,02;101,27
30/05/2014;100,8;101,15;100,37;100,53
02/06/2014;100,53;100,88;99,67;99,94
03/06/2014;99,59;100,69;99,59;100,39
04/06/2014;100,21;100,455;99,96;100,04
05/06/2014;100,1;100,83;99,96;100,55
06/06/2014;100,61;101,63;100,6;101,6
09/06/2014;101,45;101,96;101,19;101,52
10/06/2014;101,48;101,73;101;101,46
11/06/2014;101,19;102,33;101;101,95
12/06/2014;102,46;102,945;101,57;101,66
13/06/2014;101,93;102,6551;101,63;102,65
16/06/2014;102,57;103,25;102,17;102,92
17/06/2014;102,58;102,59;101,45;102,42
18/06/2014;102,57;102,95;102,06;102,73
19/06/2014;102,61;102,84;101,68;102,63
20/06/2014;103,28;104,06;102,94;103,83
23/06/2014;104,11;104,61;103,88;104,38
24/06/2014;104,18;104,47;102,47;102,73
25/06/2014;102,34;102,62;101,53;102,14
26/06/2014;101,94;102,38;100,85;102,03
27/06/2014;101,67;101,79;100,66;101,21
30/06/2014;101,21;101,27;100,52;100,68
01/07/2014;101,15;101,59;100,79;101,36
02/07/2014;101,15;101,64;101,04;101,57
03/07/2014;101,95;103,27;101,68;102,59
07/07/2014;102,33;102,65;102,02;102,65
08/07/2014;102,33;103,23;102,17;102,83
09/07/2014;102,96;103,69;102,81;103,55
10/07/2014;102,88;103,07;102,04;102,57
11/07/2014;102,4;102,5;101,32;101,74
14/07/2014;102,17;103,08;102,16;102,68
15/07/2014;102,53;102,6;101,74;102,39
16/07/2014;102,56;103,79;102,54;103,77
17/07/2014;103,38;103,885;102,29;102,31
18/07/2014;102,69;102,96;101,86;102,73
21/07/2014;102,36;103,19;102,06;103,08
22/07/2014;103,64;104,19;103,5;103,54
23/07/2014;103,64;104,45;103,53;104,25
24/07/2014;104,42;104,72;103,95;104,28
25/07/2014;103,93;103,99;102,96;103,18
28/07/2014;103,29;104,52;102,83;104,37
29/07/2014;104,21;104,76;103,52;103,55
30/07/2014;103,73;104,15;102,57;103,25
31/07/2014;101,98;101,98;98,93;98,94
01/08/2014;98,62;99,55;98,18;98,8
04/08/2014;98,74;100,43;98,31;100,13
05/08/2014;99,48;99,54;97,78;98,2
